time_ms,curve_1,curve_2,curve_3,curve_4,curve_5,curve_6,curve_7,curve_8,curve_9,curve_10
286,-416.1011671081244,-422.48941155540416,-610.0304474098454,-544.3790353799658,-641.6341804112362,-602.3828340910685,-521.7115548130973,-507.7776839513791,-572.6084818979044,-504.4111327509002
287,-421.0761715552235,-418.2789093440199,-614.2569557394473,-544.6851559514838,-638.0545881337405,-603.7213258379737,-522.787969997109,-505.9255840521992,-569.0909449939202,-504.14815832154306
288,-425.4567755349847,-415.1464380953876,-616.8544166011956,-543.9492875828553,-633.9172375843465,-603.6745630951582,-524.8217632379884,-503.6204224909167,-566.9511946285462,-505.03832809768784
289,-429.26177557699606,-411.49169351778005,-619.3793959937623,-543.7425763912204,-629.4962352636335,-605.1402433029134,-526.1271197888829,-501.4285981711569,-564.4361895454289,-505.17086210139905
290,-432.1260004848432,-407.79083471030515,-622.577584249671,-543.1079608244984,-624.7070811556463,-605.7195859769879,-526.113756548858,-499.6368817322679,-562.8199538238191,-507.64090465310795
291,-433.7699670436687,-407.39452911589314,-626.0520791267081,-541.6423247809903,-620.9858718973204,-606.8016167717295,-525.2330716128906,-498.7985987924306,-562.956803013353,-511.35740382478537
292,-435.6978754790695,-407.4159082006794,-628.768335518862,-540.853124122943,-617.3269528653994,-607.867302706943,-523.7055793513873,-496.7049528427972,-562.5391605106445,-515.7205034635152
293,-437.51734733603325,-408.78173198622375,-631.3225993890073,-540.383249567805,-613.6052354480946,-609.0114100715177,-522.2670603414743,-495.34706259589757,-562.4434646464699,-520.9887744696302
294,-437.9124843489224,-410.5231283173881,-634.0989073788384,-538.9183031068852,-608.5674621820935,-609.7368754414706,-521.040972940913,-493.86172117112835,-562.5024897309282,-525.7372139451636
295,-438.68059124997797,-412.2582242258099,-636.0538098210023,-537.3050598889091,-604.0121845572841,-610.7894758884798,-520.215442298688,-492.68511827038145,-562.3624475736996,-531.0198669215054
296,-439.0847557611791,-414.8566081627689,-637.4502207756899,-534.631634252737,-599.1670052499744,-612.1077024494199,-519.6300478660136,-491.38769204538426,-561.158835902519,-535.7650025952178
297,-439.95754068945075,-418.6042888077591,-639.4033973000193,-531.6414142531437,-594.1227755442836,-613.8961277914199,-519.5679767558333,-491.51361341878874,-561.1823162863257,-539.3447093808791
298,-440.5161733067283,-422.1032758991419,-642.0186295518771,-528.8848941307658,-591.4933418459754,-615.156624345975,-518.8270953815882,-491.04779262597077,-560.8529542557567,-543.2131858956702
299,-441.31918453515834,-426.36491893367685,-642.9482268255576,-526.2243600878086,-589.2397527290985,-615.2108462370888,-517.5443333350255,-490.73838539865346,-559.9643623279242,-548.045972204942
300,-440.9594042973247,-430.3769081235746,-644.473942996201,-522.6633388696539,-587.0739581979136,-614.7558977384341,-515.1951982755312,-491.16403858860986,-559.0450047288698,-552.3192848171138
301,-440.6529012647729,-432.4130595660085,-644.7287897193951,-518.7602289771453,-586.2721594154569,-614.238175609576,-514.04046009242,-492.05296311666234,-557.1669065291195,-556.7020707437775
302,-440.5038645499161,-434.13919531242993,-644.4415818283836,-514.6519252761663,-585.2864278724508,-614.166113950421,-513.6367683424662,-493.9895240659377,-553.7077907254301,-561.224361895514
303,-441.39527673630323,-435.7723962922185,-642.956840919629,-511.984975450518,-584.237183038866,-615.6368956345675,-513.0911589516836,-496.23020164047966,-551.5964720125419,-565.3033215285659
304,-440.5108831989932,-436.0795339765235,-642.0632115441899,-508.1909427124002,-585.0781161154473,-615.260675888147,-512.8028208665228,-499.4581409876259,-549.2923098436813,-568.084510986344
305,-440.43417021064124,-437.38409442834217,-641.2118030215613,-505.54627986433854,-587.4300255588237,-613.833483542273,-511.92480475044493,-502.5534547140629,-547.9748402579554,-569.4516594734665
306,-440.61973146195584,-438.1716702303079,-641.28605010032,-502.12497264138545,-589.6362308153869,-613.4816498498581,-510.5185468992214,-505.38440371824896,-546.6362481312696,-571.1259662104701
307,-440.75269524780697,-438.76004778015863,-641.3175226429134,-498.8132537328946,-592.0862843055711,-611.4302274170672,-509.43762878723084,-509.1927174680214,-546.6429907592737,-572.9365310048743
308,-440.7450766182119,-439.1980488939031,-641.6941301751697,-496.0218432487041,-594.3631654561138,-609.7326541464105,-509.079841893862,-512.0099060667434,-545.5868973773751,-573.4088258132772
309,-440.18607812123366,-439.1609838692093,-641.3097208066866,-493.30770829225867,-595.6061346245526,-608.4264075243456,-508.93184410428364,-514.5456803781519,-545.5300515350585,-573.722992586788
310,-440.72340850430703,-438.80667932329436,-639.428952036669,-490.3342838908121,-598.061373334031,-606.1302991503202,-508.46149814334717,-517.536087497092,-547.0467669995396,-572.9184741683142
311,-441.9300571352007,-437.05394031737677,-638.6279711923586,-486.4851606420476,-599.8357204693897,-604.0132484880278,-508.3362525043819,-519.8971640753873,-548.5145204602137,-572.4496607994483
312,-442.5671049734184,-436.36723755726956,-638.5827626443543,-482.5392267280614,-601.2809087050588,-600.9778828745449,-507.65017621772824,-521.3273687916567,-549.2517358314493,-572.8219828262364
313,-444.2009808688871,-434.42763211061,-639.038383662725,-479.6590741746759,-602.5433986919522,-597.8771301488234,-507.18770476855633,-523.4680976569138,-549.9217818621183,-572.1504879567065
314,-445.1151776171554,-433.39521871319954,-639.3330121731613,-477.3341674677175,-604.1944517941454,-595.8828043721702,-506.4131024507045,-526.1604648555664,-549.5855011982666,-572.9736129455489
315,-446.3059104188972,-433.3127136268694,-640.3669834126661,-476.4592448995821,-605.6106477566708,-594.3300906931775,-504.63325610567114,-529.9089098251567,-549.3463705385166,-573.1147273545279
316,-447.5503833640928,-432.7228637679373,-642.0720126059821,-477.42848293681334,-607.6098355400262,-591.7998586252431,-503.9641096293897,-532.1308333903124,-548.7129991227091,-572.9247967939681
317,-449.52564461490886,-431.14136909456846,-643.7328396620454,-477.8969305816814,-608.1944936612405,-591.2486085435232,-504.2756728191818,-534.7916433297734,-548.0319455570278,-573.772086616199
318,-450.3459165794668,-430.70961943133244,-645.4342033372999,-478.1447822639085,-609.132633581183,-590.201594198521,-504.8278032520968,-537.2584329635981,-547.437847708232,-574.3033190038059
319,-450.15320423034404,-429.972056716457,-647.3128004145667,-478.0338190830894,-611.1150211199706,-590.6039277339618,-505.1686153564567,-539.4793348583513,-545.6568136423348,-574.5694241852477
320,-449.1785220223744,-430.1547334667634,-650.9431950413975,-477.6696567890879,-613.8854778423675,-589.4226798330303,-505.07930338245313,-541.8614009498609,-544.6302437569656,-575.3619007829394
321,-448.9263578103443,-432.43476005719157,-655.4221196590016,-478.19803182426824,-615.9325206644124,-588.6292533377456,-504.2646864982534,-546.266494473002,-543.8278697711595,-575.8415246791324
322,-448.3367091800288,-435.3607019438432,-660.2457179337615,-479.17762832756443,-617.9596660655342,-587.8401482383059,-505.6756095684727,-549.2238796056877,-542.2878293355828,-575.8638639655544
323,-446.98231159551153,-438.9212172226494,-664.8487881129925,-479.98774636485336,-619.574582434353,-586.7033738806679,-505.79211368714766,-551.848549286212,-540.3667381638597,-574.1970730189848
324,-445.2242722750801,-442.09367628672516,-668.9587148680129,-480.54902573923164,-621.6675666672388,-587.3113503990448,-506.23225634774735,-553.7881049449248,-537.6543526060086,-572.7771186693317
325,-443.9659540012917,-445.59302865379925,-671.2758166751859,-482.4708226488206,-624.0500660686325,-588.175728512273,-506.79401131259584,-554.5786872135994,-533.4678963575894,-571.9685697086852
326,-441.8692627854206,-450.10298922033877,-674.7667821764526,-483.516100116604,-625.464935000475,-588.9224577724658,-508.0965941055507,-555.5416239324874,-529.8888268810323,-570.7583972549696
327,-439.5545538699663,-454.2672605596197,-677.0347207028792,-484.56425537637864,-626.6790048855802,-589.4633562660238,-508.91895520019824,-555.9181315170179,-526.0673634862626,-569.7080412311738
328,-436.7215666555785,-457.8622227428034,-679.109745164003,-485.80615235670325,-629.6506624988531,-589.6260678352228,-509.3241323080336,-554.9825887921371,-521.9487459504592,-569.4410222398197
329,-433.47153968965193,-461.62099331197595,-680.0322570139343,-486.1184874977701,-631.6967976230301,-589.6743714070815,-509.04046583955983,-553.6853629084533,-517.7179550993499,-568.9287788146712
330,-429.65168642138957,-465.379242666379,-681.3014971932072,-486.71934989010686,-633.5137486738399,-590.2561980847668,-510.80856667343653,-552.412827497584,-513.8722724267878,-566.8773463637192
331,-425.7691363770394,-468.59947964162626,-682.3122039654921,-487.65766731676814,-635.6263442700414,-589.7638015390149,-513.0414806577597,-549.2339927423046,-509.87041929989255,-564.740544902817
332,-421.09575645778614,-472.6590703483228,-683.8369118945135,-487.15738094565745,-637.1866193912143,-590.3454841652223,-514.1635917332194,-546.7503922886283,-506.10938731288104,-563.0856334369432
333,-416.2138606295396,-476.0870012141481,-684.0078776333344,-485.0703717151441,-639.0735488130553,-591.1600932692543,-514.6175207209287,-543.9047697288327,-503.1955469620537,-561.0551700080667
334,-411.1776880904112,-478.6356222263268,-685.095881828322,-481.0748739269708,-641.050359268969,-591.4935099881934,-515.1493914951246,-540.6263689692986,-500.952450767321,-557.7015883135837
335,-406.9642124099825,-481.8254760870012,-686.7070102220468,-477.8482493390816,-640.5801961646988,-591.6762085891598,-514.7460067328643,-536.1042274008568,-500.0526357813124,-554.4068806405631
336,-402.7628865020859,-484.49818952371663,-688.23043952674,-473.46243846188713,-639.6405100678841,-591.9178665597334,-514.181778742164,-532.2236644221796,-499.5144636768283,-552.4538662413374
337,-399.0221453772787,-486.6477646922316,-689.4995369155297,-469.3440935527588,-638.478994679064,-592.3144783410844,-514.4350597654243,-528.7128065271479,-500.79326328765455,-549.9410699484067
338,-395.3426284284635,-487.59540531880316,-690.8478760679956,-464.47310307343054,-636.7671306694651,-593.2856215911371,-514.3172734363,-525.7432634405639,-501.4749129207883,-547.3745510190826
339,-393.4464570350536,-488.64596566893715,-692.5276147905221,-459.2665475022548,-634.5478645901932,-594.4844412179185,-513.7754914981082,-524.0861229381702,-503.41286637949304,-544.7699443115401
340,-391.7996185980741,-488.4630207079411,-693.9481451773863,-452.8399201601151,-633.0141807420878,-595.59806784429,-514.5447969539978,-522.4226708586204,-505.08705673475043,-542.3459729261918
341,-389.8643729727161,-487.78689353562726,-696.8062034149166,-446.5843222067643,-631.728350610368,-598.3879280371846,-514.5575539043293,-520.9732331576082,-505.46725718791777,-540.8222814584313
342,-389.0982579417721,-487.32915596700616,-699.6008533028636,-440.0708966042797,-630.343792487926,-600.8237966511466,-515.95150413768,-519.8061894683932,-505.7830719845175,-539.6655404474261
343,-388.685549749047,-486.19074855651047,-702.5330400285952,-433.4308456529453,-628.938207917878,-603.5936323692981,-518.2226006376717,-518.7791523511154,-507.81945253574844,-538.7973364154471
344,-389.3572347392761,-486.4032430218099,-705.4293616931897,-427.37474473855,-628.1482857486154,-607.006975681008,-518.716572103933,-518.7999534883902,-509.841356586161,-537.672317547804
345,-390.93248235491643,-485.7663315550508,-708.8260522218153,-421.28458587199776,-627.722253243022,-611.6012087611043,-519.6203296999709,-518.3235865252971,-512.9660414676612,-537.0048242783455
346,-392.746284145271,-484.0910271890552,-711.5027751199673,-414.39220351631747,-627.3023383337925,-614.8238806607936,-522.0137395366371,-517.1888289378313,-516.1534828108308,-536.613075036365
347,-395.0040949436809,-482.0598191751922,-713.2116439764561,-407.320880376475,-626.5551258395798,-618.2467522733715,-523.743589270278,-517.3348468955334,-517.707710273143,-536.7987903667449
348,-396.2915304948673,-481.6423981419275,-714.8118898781606,-400.7134305053128,-625.4358741654779,-620.6759017891388,-525.6463719584141,-517.2941065379832,-519.8013690541721,-536.8609914214032
349,-398.6360103591164,-480.53881788320774,-717.0039435673334,-393.77386954928187,-625.4420552232821,-621.6620754531423,-527.3323304941241,-518.0416995265844,-521.9268386653715,-537.3610044008096
350,-401.9809621947738,-479.53208500715806,-719.7820231313979,-388.96772815590816,-625.3535005647745,-622.0522420708124,-528.5054656004819,-518.9661834842927,-523.3975640047975,-537.309523163359
351,-405.1578046112847,-479.0676407803533,-721.8688280744387,-385.4177004855905,-624.0393199529301,-621.8924322098864,-528.8023490680849,-519.6151760120671,-525.6484280448711,-537.1746308345666
352,-407.78675586150996,-478.6354284356215,-723.09654636984,-379.8858726978375,-624.8357194433524,-621.6231953021372,-530.3399145013873,-519.0183814249,-527.7457860223801,-536.1141679678921
353,-410.3186152301173,-477.82964680043506,-723.8534839177428,-374.4408901568766,-625.5300966290814,-621.3298838322328,-529.1761104033448,-517.9393343007538,-529.8814649780242,-534.1169612720673
354,-412.46509442786703,-476.86900383218983,-724.5047536944555,-369.93291657221886,-625.3465884382395,-621.1890823057462,-529.6145751671088,-517.093063415841,-531.7557511369791,-533.8645855240777
355,-414.2471663248813,-475.03732459643203,-724.0865846701187,-365.41747316252554,-623.7546387024344,-620.7358807467159,-530.1198013118318,-515.8080600191747,-532.8940640151741,-532.4228161943236
356,-415.4548631959892,-474.05401306576135,-724.0842174935898,-359.5655445878184,-622.0901724570516,-620.0621230005772,-531.3995588979062,-515.0274669448819,-533.9667617944191,-531.4369216241726
357,-416.1637393800685,-472.7333810097703,-722.3340456649722,-355.34075678903446,-622.0445816157544,-619.5563214317767,-531.2436978960784,-512.2208997309633,-533.8338018531158,-531.383610277075
358,-416.899361468095,-471.38801806388267,-721.787712512106,-352.6102786529119,-621.4439196046006,-618.3965427294056,-531.4641889486886,-509.82034354934063,-533.4750107752357,-531.8577681611104
359,-417.48700450024825,-472.1764688255982,-720.6758512461121,-350.8703906435504,-620.6273743132805,-617.0005307756702,-531.2308344642682,-507.16303488784666,-533.030349133322,-531.5446983563846
360,-417.46503438805166,-473.2044386705698,-719.0310880559479,-350.0063086630436,-619.830609911221,-615.456636961867,-532.0633284859565,-505.6536212821068,-532.189713895008,-530.7626406836655
361,-416.6907747483772,-474.42416075412245,-717.3714740325117,-350.4009066026463,-618.8048477515418,-614.1586974894085,-532.6706549861517,-503.5382738228955,-530.4842832346587,-530.3412673677033
362,-416.8126830395498,-475.1151224391428,-716.7799445321448,-351.0060136709459,-616.5976734273884,-613.5011984915362,-532.4544990433615,-501.8738359691208,-527.1597408364196,-530.1404433441951
363,-416.2881258752314,-476.5325062313831,-715.4486414996579,-353.74523602296193,-613.4475713230943,-611.5771328004101,-531.4559892472043,-500.5609707316779,-524.3380250807982,-530.244429995271
364,-417.5454268829284,-477.84544275360474,-714.6324698909984,-357.9857321386907,-610.1677768059432,-609.5787941614666,-531.0005914106342,-498.8571276698044,-521.481377034619,-530.0252858806799
365,-418.0761756054915,-479.13069761579715,-713.7977219313071,-364.20450329465774,-606.8304546966492,-607.749068478764,-530.1148928184339,-497.82678865827825,-518.9432849284648,-531.2522877078368
366,-419.1077923747626,-481.4447996587356,-713.8112057865619,-369.4765716144511,-604.5477068075799,-605.7487630184818,-529.3661687476199,-498.40838549473483,-515.6838502456584,-532.8679354284727
367,-419.3728518094031,-483.9322619336137,-714.2589365007432,-376.51793758043493,-601.1421031000925,-604.6909959303986,-528.3610375930283,-498.0176332563984,-512.4553735852742,-533.8754236680298
368,-419.1764394963186,-486.50532297068423,-715.5304120825832,-382.27001083171484,-597.4526184543411,-603.0599875836941,-527.3498087327671,-498.6793995990465,-508.6797625902159,-535.3017993669921
369,-418.8283579530812,-488.13677408394415,-715.9045143756323,-387.9329345535415,-593.6873858885643,-602.8691529966213,-526.4283201933531,-499.2061849110504,-505.3181105932251,-535.0123647832222
370,-418.095171594439,-490.2686982354443,-715.6915971045173,-393.466336429301,-590.2305362815799,-603.1570041940101,-526.4125263430448,-500.12215211443214,-503.16249892021006,-534.9691461745776
371,-417.76068042163627,-493.0035627083207,-716.5157443668651,-400.18651545412473,-586.8534450342121,-604.3550082872941,-525.717533270856,-502.0199677590426,-501.6668957691276,-535.2994569875316
372,-417.29893187145996,-496.3171020346513,-716.0408092708481,-405.26265220350194,-581.7369643686876,-605.7790248888647,-525.6068116031955,-503.6612520263634,-501.250543035575,-535.4285814543173
373,-415.4259945929231,-498.8676245493472,-715.7234138577539,-410.36091639042206,-577.6078980809908,-607.9453238657125,-524.9674708681705,-505.80446657911284,-502.2170909879905,-535.2304580228624
374,-412.93708080335256,-501.22030239387175,-714.0118780266787,-414.4451076237597,-574.3959192237752,-610.268832799968,-521.857149304714,-508.18621982493755,-502.7664808906827,-535.1926539580135
375,-410.66051447307507,-502.52854073177593,-711.464749012934,-418.49724699794996,-571.4130981740751,-613.0924484093571,-520.267323404803,-509.976284306743,-503.31424566368565,-536.2324907371136
376,-407.75720591514164,-503.9786253774447,-709.0606601098265,-422.06076090022214,-567.9532174668453,-614.5105908453806,-519.1719470991168,-513.5951788976824,-503.3536425840453,-537.3606829355277
377,-404.4659231923261,-505.23631106572225,-707.6105231861922,-426.18413638684245,-566.5291825541874,-616.3250562010974,-518.4940525192168,-516.4898862202938,-502.52834265922974,-539.74720498752
378,-402.34660653579164,-506.14766697596707,-706.5554013001264,-428.0886723075587,-566.0166329917047,-618.2417750896263,-517.7248254775394,-519.3444593850996,-503.15276179396284,-540.1964114467456
379,-401.14429348841287,-505.3016246598172,-705.8812817582693,-429.3940037991956,-566.7273831137337,-618.4240878470007,-516.4313977295305,-522.7055851520026,-503.92349852209924,-540.7184484902563
380,-399.9639693088642,-504.1995530528504,-707.122756949505,-430.19607822642394,-568.9665936034017,-619.4271092525987,-516.3037557738096,-525.6360116295782,-505.23451812803063,-541.1780308122808
381,-398.4882561700165,-502.63847575227874,-707.6667771497041,-428.8471506340139,-571.1238724358521,-621.1943228972699,-515.6682306430331,-527.7239724377994,-506.43852511112715,-541.5354881622774
382,-397.7728424654822,-500.67376882531903,-708.3082014053228,-425.0915113639781,-574.4386997220514,-622.1458644164154,-516.2621298517818,-529.5193836506655,-506.9233682010329,-541.3441478283654
383,-396.9678900531776,-499.1203475462173,-708.8986074771587,-422.1811887432854,-576.2462860806614,-623.7544306017472,-515.9660522928581,-530.756255828064,-505.9221615151081,-540.9469769029813
384,-396.87511906594693,-495.428562689338,-709.2583964165324,-418.7767270086093,-577.3970343456909,-624.9832261547814,-516.7651441843287,-531.6772945632991,-504.0037586805901,-541.7799605532692
385,-397.0162784347177,-490.4044612885781,-708.7661050581683,-415.27847138287905,-579.0381628664338,-627.2100953090985,-517.2453946915456,-531.6418523668648,-502.37440586930774,-541.5946222424267
386,-397.5775192196145,-485.4963274567629,-707.8435539363333,-412.0421270252367,-580.9934122600013,-628.4941208968891,-518.1003791405467,-530.8435840797458,-500.9064593372741,-542.0861620395884
387,-398.1402483548285,-479.3813287753903,-707.5996103954687,-411.6330687816607,-583.3288853471249,-629.2965684268527,-520.1346696283935,-528.3186680077764,-499.67568289243934,-542.6536671417264
388,-398.8634210104004,-474.54331711699933,-707.6390452847393,-411.18070610850214,-585.080775502217,-629.5755566935125,-522.3822021462729,-527.088164556822,-497.95858047683134,-542.1373021155023
389,-399.9070001477199,-471.67761634469184,-706.7644933486358,-410.85631867669827,-586.9928077991082,-630.4517524269588,-524.2012788646779,-524.6476672797348,-497.1943797468417,-540.8994789284127
390,-400.40018297809826,-467.2177162988072,-704.8543080999644,-411.92734285043946,-588.3932475102516,-630.6311284386717,-527.677899665102,-523.1159548077053,-495.92566434711375,-540.0025756173809
391,-401.8971180953707,-462.7492827571967,-703.1667031071158,-413.4442434299562,-589.6629371657239,-630.6758219628556,-532.0583201959994,-521.2669506600031,-494.3783211596166,-540.2349170852162
392,-403.7218996468438,-459.068307848186,-702.884282630888,-415.560348993624,-590.9868655584248,-629.763755717748,-534.9132553338364,-519.4671130930648,-492.96816926513503,-540.6250479857416
393,-403.8187852015204,-455.702510651188,-701.8250134589765,-418.81771485127314,-591.3868705419726,-628.9511418754379,-537.2900192631237,-516.8516955654869,-492.5414591502098,-541.5239318380565
394,-404.93453169983945,-452.4740120863189,-700.9658988043489,-421.4533701140487,-591.9300029795343,-629.3326993558454,-540.9337636776415,-514.7581777950855,-491.59011074622333,-543.5439024125022
395,-405.11819859913555,-449.6033398380085,-700.9730521518197,-424.8230561710478,-592.2495762109535,-629.5465196182388,-544.0329046238701,-513.2744310635554,-491.2956394272611,-546.2527493834053
396,-405.736586258386,-448.220690738121,-701.272965672866,-426.9806991653091,-592.0645083784755,-628.395016792661,-546.2951502565171,-512.1587666406343,-490.67691825479346,-548.3200119371794
397,-405.51004115926696,-446.02170026643876,-700.5084755353208,-431.13274622476683,-590.3614155551543,-628.3062767084006,-549.1754720907302,-510.60791779883994,-489.3272035706152,-550.4562494612111
398,-404.6451301190931,-443.2458939623776,-697.5002470828846,-434.2126998030527,-588.1446588320531,-628.5903015875269,-552.4210567735925,-509.46362947521493,-488.1825248971743,-551.8046566838593
399,-404.3637645422608,-441.3300493853094,-694.5035488556567,-438.86451489105076,-586.7879601607108,-629.2589496475185,-555.7568795560262,-508.6882957646593,-487.2330972261025,-552.3386004108295
400,-404.3369514036929,-441.85973082728617,-690.8362479108906,-443.4761813338504,-585.1672985057501,-629.843939037662,-559.6546492881445,-509.40858026322417,-486.9864861128546,-552.9751061329715
401,-403.11624407857573,-442.2980962664293,-687.7284705688547,-447.5748869859458,-583.3062781235144,-630.3302188063508,-563.7988380570853,-509.55785324766777,-485.6074469997301,-554.7241929892772
402,-400.4392008140196,-442.853071219354,-681.8623552885664,-451.28850708223626,-582.1492831678536,-631.7056302535573,-567.0464339169778,-510.01854572118003,-485.08296425927205,-556.6754304097818
403,-397.2920197197468,-443.10647054532797,-676.9994675124573,-454.7511482994041,-580.9899263441521,-632.0784735667262,-569.3808252007772,-511.1114234645138,-483.56011155406765,-560.3906201752876
404,-393.723676760596,-443.769726170523,-672.3997814027651,-457.09491864000336,-579.74875922406,-632.8262438569809,-570.523808908835,-512.8408129014066,-482.39204885666675,-564.7327976043294
405,-391.5936937445164,-445.3924526087065,-669.180874017209,-459.9727898149679,-577.68909464223,-634.0948082943505,-571.3960870454893,-514.5522117902683,-480.53039349313786,-568.9475794188837
406,-389.25279512258163,-447.05484755483127,-667.0030169674956,-461.1766971686282,-575.366538438228,-634.0378993948848,-572.5660229055752,-516.2972443808499,-479.04469407279663,-572.9970328130876
407,-386.99855170282,-448.6809909096904,-665.9714711301948,-461.93823313023165,-574.7507118086193,-634.1036045860317,-572.1729373322432,-517.2370918530536,-476.7923467681785,-576.7755726871304
408,-386.09712233346875,-450.18404895982604,-664.7002186600009,-461.34897456771887,-574.0355101752186,-633.9580837019947,-571.0282155113251,-518.0433439733047,-473.3620207181027,-578.371612843427
409,-385.68485313529146,-451.32556426221214,-664.0607717586302,-462.0894164628018,-573.0519359338984,-633.0280310711148,-569.6173598169839,-518.5377462745045,-470.88255356401856,-579.9982882143242
410,-385.06752263613737,-452.4155626458469,-664.8488402019578,-462.2727719634131,-571.1489059104606,-633.191641097527,-567.3674201598108,-518.2515092787244,-466.7863980202691,-582.0703141509359
411,-384.41525137671977,-452.75678197990834,-664.5026882745836,-462.20769944512995,-568.3216824646289,-633.1709238575963,-563.8691139211619,-515.9647714014227,-462.0000592643064,-581.3649235305295
412,-383.87292996824715,-452.17386726164534,-665.1491534176168,-461.9433290316141,-566.4241420490168,-632.2181208616054,-560.7876079147345,-514.0386373756724,-457.10230148757427,-580.3825005562807
413,-382.97866538416775,-451.68756430518226,-667.625737204997,-462.22621812675266,-563.3789497270271,-632.3391806920287,-557.0525834096661,-510.9557793053232,-452.3390443133982,-579.5036626982343
414,-381.1365747921069,-449.76066918119835,-669.8030211380479,-461.38967425748837,-559.8127523690796,-632.4068662531164,-553.199377472067,-506.8806127852272,-448.40356149046295,-578.3976929469662
415,-379.8294656647689,-447.67569539996794,-673.0392702945113,-461.67867906813467,-556.1843422400498,-632.3922648576687,-549.4162511538389,-503.36138802855015,-446.09501266496375,-577.3934130343065
416,-378.2580042722653,-446.75965769622013,-675.9301135836893,-461.2925154696608,-552.3880864396534,-631.2441806938867,-546.3026362353837,-499.83284300358036,-444.38115145412314,-575.4595832923445
417,-377.63532839286665,-447.2870675123392,-679.3196240043211,-461.19089205896597,-548.8332961730855,-630.5881304253428,-543.524271326913,-496.7907889211312,-443.14153367107417,-573.7710538019087
418,-377.86292195846346,-448.23258237484663,-682.234505142269,-459.0981642031288,-545.1266855037155,-629.3385312548398,-540.5641625556665,-495.13127761640567,-442.8755986529026,-571.9759021798812
419,-379.39267728217084,-448.27634045384565,-684.2199369545292,-457.22267019657073,-541.0057275167137,-628.4600290047653,-537.7752351355157,-492.72794042902217,-443.2395838259845,-569.5636906687066
420,-380.70092470894986,-447.04871757067673,-685.7199894860267,-456.57089534391423,-536.9153034044995,-627.4030070124722,-535.7458070391489,-491.99403394229654,-443.3840305679563,-568.1746754346905
421,-382.98574053607456,-444.8523278609749,-689.7049304630889,-454.4691630542484,-532.2944315083749,-627.5993150776446,-532.908993219643,-491.2406234049404,-444.11627972828234,-567.2819142510094
422,-384.48294915670573,-443.3478832271227,-693.6602028033051,-453.27644604251475,-528.3167239511694,-628.2186082596968,-528.9125748208257,-490.64230011534727,-444.7053794414053,-565.3063367536244
423,-385.2595086312163,-440.864661699521,-696.7268357778157,-453.40990198797846,-524.3934480534714,-628.439159386809,-526.3866853783512,-490.2650892487375,-445.4268549692657,-563.5585098124969
424,-387.1985456016078,-439.3375961220015,-699.5596822600353,-453.02942817599586,-521.452685389671,-627.2439883446383,-524.6612029311433,-492.7460196830823,-445.50780010594974,-563.0434649458091
425,-389.10554538633784,-437.23655724392586,-702.2255048351565,-453.2788152794536,-519.9861395475889,-626.2698202648884,-521.9353497269564,-495.20020396208383,-444.76538607311073,-561.6530686485883
426,-390.6192475535369,-436.1675387842763,-703.8179269889122,-453.7982711024224,-518.8579394880346,-624.8509787301462,-519.0412876992937,-497.50347571566067,-444.52273293239875,-560.5988764222386
427,-392.1553415581772,-435.1201841639303,-704.8255600005368,-456.9676554847645,-519.2894940892954,-624.8237495379148,-517.1445876222093,-500.75254336137425,-443.6246592880368,-560.3957802614285
428,-393.5417884807816,-435.3504396396572,-706.1525287021587,-459.5108697750521,-520.7265755502352,-623.6733865947913,-515.8266539162353,-505.1770831333544,-444.22387524029205,-559.6100976758412
429,-395.69566937766257,-436.06623211915445,-708.0807140259825,-462.6841285903191,-523.4691807411937,-622.0224903376849,-514.8324172291705,-509.6940704146573,-445.14492057087216,-560.003724243896
430,-396.96612770123954,-436.7949455962652,-710.2699535947862,-464.6607679865135,-525.320750765983,-619.5745306156334,-514.3523586973033,-514.1485381907398,-445.52240629439996,-559.2274175373287
431,-397.2447195690755,-437.4376858891993,-712.4885777230414,-465.91563936512296,-526.4292594183756,-616.4401473992625,-513.7991432299021,-517.8815758782574,-446.01066691862786,-560.9903372448493
432,-397.32661060511066,-437.85914011238,-712.9165417022786,-465.83709218472796,-527.6369468053334,-613.6488416879312,-512.7075771379591,-522.7438141867037,-447.37756795521113,-561.748469139736
433,-397.0486176651124,-438.36975468828496,-714.3738663593731,-464.9937855899234,-527.953843198403,-610.9701850341268,-511.9257856070367,-526.6237224607339,-448.60154495798565,-563.4287054290178
434,-395.63913069940986,-438.2987906911019,-715.5120233103472,-463.66730954381114,-528.5131693058019,-608.2506073522852,-510.8722298422854,-530.0339418188773,-450.2483896586672,-563.5256679259405
435,-394.3569019630089,-437.7306523093819,-716.0499025099541,-461.96650761272963,-530.8282200124281,-604.7530085192511,-509.9479082233438,-531.9252767926921,-451.18628804090713,-563.5255738069294
436,-392.49855290236303,-436.0033848605005,-715.8288860537,-459.92785427750727,-533.5606217265226,-598.8742938723076,-508.4803199971175,-533.3128608287401,-452.1563870078186,-562.1302331281642
437,-391.13152288911897,-434.1888374575516,-716.0648326100071,-458.36559615705914,-536.0533172262603,-594.3728576196869,-507.1973172309899,-535.7921250342536,-452.07572838140453,-561.0816266182554
438,-389.72405881014816,-432.7934952341237,-715.6182248625396,-458.0327157282846,-538.2102119909697,-589.9812674853313,-506.62935090851204,-537.4776396537566,-452.4756409466319,-558.9685832464088
